Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
53,11,0.6585,36.22,7504.0,0.004789,0.999969,AFDN CDH1 CDH2 CTNNA1 CTNND1 F11R PARD3 PARD6B TAX1BP3 TJP1 TP53BP2,cell-cell junction organization|cell-cell junction assembly|cell junction assembly|cell junction organization|adherens junction organization,1.085e-16|1.332e-15|3.931e-15|6.691e-13|9.37e-13,1.711e-12|1.05e-11|2.067e-11|2.639e-09|2.956e-09,83.04|108.1|55.17|30.83|166.1
54,13,0.6412,50.02,9449.0,0.005251,0.999993,ACCS ACCSL ANO3 CHRM4 CRY2 MRGPRX3 OR4A47 OR4B1 OR4C12 OR4C13 OR4C3 OR4C46 OR4X1,detection of stimulus|detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus,2.513e-09|3.357e-09|5.035e-09|6.512e-09|1.06e-08,3.965e-05|2.648e-05|2.647e-05|2.568e-05|3.343e-05,17.65|25.15|23.7|22.82|21.24
55,12,0.6587,43.47,9446.0,0.00457,0.999986,ACE EPX HOXB9 LPO MKS1 MPO NME1 OR4D1 OR4D2 PLEKHM1 RSAD1 SEPT4,hydrogen peroxide catabolic process|hydrogen peroxide metabolic process|cellular oxidant detoxification|cellular detoxification|cellular response to toxic substance,7.412e-07|1.971e-06|2.224e-05|3.23e-05|3.878e-05,0.01169|0.01555|0.117|0.1274|0.1223,177.5|125.6|54.2|47.67|44.77
56,8,0.663,18.56,6197.0,0.002979,0.9996790000000001,ACER3 CAPN5 KCTD21 OMP P2RY2 P2RY6 PLEKHB1 UCP3,G protein-coupled purinergic nucleotide receptor signaling pathway|purinergic nucleotide receptor signaling pathway|phospholipase C-activating G protein-coupled receptor signaling pathway|phytosphingosine metabolic process|phytosphingosine biosynthetic process,1.579e-05|0.0001537|0.0006536|0.0007765|0.0007765,0.2491|1|1|1|1,367.8|109.5|52.01|2574|2574
57,5,0.6779,6.779,3185.0,0.002117,0.996692,ACIN1 CCNL1 CTNNBL1 PPP1R8 PRPF19,RNA processing|nucleic acid metabolic process|RNA splicing|mRNA processing|nucleobase-containing compound metabolic process,1.06e-06|1.634e-06|2.269e-06|4.493e-06|5.331e-06,0.01673|0.01289|0.01193|0.01772|0.01682,18.59|9.227|33.73|28.37|7.574
58,9,0.6503,23.41,7118.0,0.0032700000000000003,0.9998530000000001,ACKR2 GNAT1 HYAL1 IQCF2 ITIH3 ITIH4 KLHDC8B PFKFB4 TLR9,hyaluronan metabolic process|mucopolysaccharide metabolic process|glycosaminoglycan metabolic process|inflammatory response|aminoglycan metabolic process,4.085e-07|1.283e-05|3.393e-05|3.919e-05|4.392e-05,0.006444|0.1012|0.1784|0.1545|0.1385,208|62.98|45.16|18.45|41.36
59,4,0.7334,4.4,2885.0,0.001519,0.9929309999999999,ASCL1 DYNC1I2 NKX2-1 SOX1,forebrain neuron differentiation|forebrain generation of neurons|neuron fate commitment|dorsal/ventral pattern formation|neuron migration,6.058e-08|9.863e-08|1.254e-07|2.003e-07|7.488e-07,0.0009556|0.0007779|0.0006592|0.0007901|0.002362,315.2|266.3|245.2|208.7|133.2
60,6,0.692,10.38,4901.0,0.0021079999999999996,0.998474,BSND C1orf123 GPX7 PCSK9 PLA2G12A ZYG11B,negative regulation of low-density lipoprotein particle receptor binding|positive regulation of cellular protein catabolic process|negative regulation of intracellular cholesterol transport|negative regulation of intracellular sterol transport|negative regulation of intracellular lipid transport,0.0004854|0.0005614|0.000728|0.000728|0.000728,1|1|1|1|1,4119|53.49|2060|2060|2060
61,21,0.7671,161.1,14920.0,0.01065,1.0,CD46 CD55 DPM1 DPM3 GPAA1 PGAP2 PIGC PIGH PIGK PIGL PIGM PIGN PIGO PIGP PIGQ PIGS PIGT PIGU PIGV PIGW PIGY,GPI anchor biosynthetic process|GPI anchor metabolic process|glycolipid biosynthetic process|protein lipidation|lipoprotein biosynthetic process,1.334e-49|2.102e-49|1.498e-44|6.729e-43|1.489e-42,2.104e-45|1.658e-45|7.878e-41|2.654e-39|4.696e-39,582.3|564.7|278.1|221.8|211.7
62,14,0.6039,54.96,11000.0,0.004957,0.9999969999999999,C17orf47 C17orf67 EPX HOXB9 LPO MKS1 MPO NME1 NME2 OR4D1 OR4D2 RSAD1 SCPEP1 SEPT4,hydrogen peroxide catabolic process|hydrogen peroxide metabolic process|UTP biosynthetic process|GTP biosynthetic process|cellular oxidant detoxification,1.223e-06|3.251e-06|2.817e-05|3.328e-05|3.654e-05,0.0193|0.02564|0.1481|0.1313|0.1153,152.2|107.6|294.2|267.5|46.45
63,4,0.6928,4.157,3088.0,0.001341,0.9929309999999999,ACP6 CTSK CTSS GOLPH3L,collagen catabolic process|collagen metabolic process|extracellular matrix disassembly|toll-like receptor signaling pathway|pattern recognition receptor signaling pathway,2.792e-05|5.502e-05|6.415e-05|0.0001476|0.0002316,0.4404|0.4339|0.3373|0.582|0.7306,239.5|168.8|156|102|81.08
64,7,0.6718,14.11,5420.0,0.00259,0.9992989999999999,ACR ANHX RABL2B ZBTB45 ZNF132 ZNF324 ZNF324B,"regulation of transcription by RNA polymerase II|acrosome matrix dispersal|regulation of transcription, DNA-templated|regulation of nucleic acid-templated transcription|regulation of RNA biosynthetic process",0.0005281|0.0006794|0.002098|0.002101|0.002115,1|1|1|1|1,5.689|2942|4.247|4.246|4.239
65,13,0.6508,50.76,10370.0,0.004861,0.999993,ACSF2 EPX HOXB9 LPO MKS1 MPO MYCBPAP NME1 OR4D1 OR4D2 RSAD1 SCPEP1 SEPT4,hydrogen peroxide catabolic process|hydrogen peroxide metabolic process|cellular oxidant detoxification|cellular detoxification|cellular response to toxic substance,9.624e-07|2.559e-06|2.881e-05|4.182e-05|5.019e-05,0.01518|0.02018|0.1515|0.1649|0.1584,163.9|115.9|50.03|44.01|41.33
66,11,0.653,35.91,6845.0,0.005202,0.999969,ACSL3 AGPAT2 AMFR C12orf49 CYB5B LPIN1 MBTPS1 SCAP SCD SREBF1 TMEM41A,regulation of cholesterol biosynthetic process|regulation of sterol biosynthetic process|regulation of cholesterol metabolic process|regulation of lipid biosynthetic process|regulation of alcohol biosynthetic process,8.448e-09|8.448e-09|2.413e-08|3.794e-08|5.528e-08,0.0001333|6.663e-05|0.0001269|0.0001496|0.0001744,170.2|170.2|129.1|47.52|104
67,17,0.6519,88.66,13250.0,0.006631999999999999,1.0,ABCC6 ACSM1 ACSM2A ACSM2B ACSM3 ACSM5 BFAR C16orf45 CORO7 ITGAL MPV17L MYH11 NOMO1 NOMO2 SCNN1B SEPT1 SEPT12,acyl-CoA metabolic process|thioester metabolic process|long-chain fatty acid metabolic process|fatty acid biosynthetic process|purine nucleoside bisphosphate metabolic process,1.125e-08|1.125e-08|3.134e-08|3.672e-08|5.15e-08,0.0001774|8.87e-05|0.0001648|0.0001448|0.0001625,66.35|66.35|53.63|51.9|48.39
68,11,0.6697,36.83,7702.0,0.004746,0.999969,COX6C EIF3E EIF3H INTS8 MRPL13 MTERF3 NBN POP1 RPL30 UTP23 VIRMA,gene expression|ribonucleoprotein complex biogenesis|cellular nitrogen compound metabolic process|cytoplasmic translation|cellular metabolic process,7.831e-08|2.493e-06|3.736e-06|8.423e-06|1.664e-05,0.001235|0.01966|0.01964|0.03322|0.05249,7.708|20.13|4.946|74.89|2.721
69,5,0.6696,6.696000000000001,4191.0,0.001591,0.996692,ACTA2 DUPD1 LIPJ OPN4 PNLIPRP1,thermotaxis|optokinetic behavior|detection of temperature stimulus involved in thermoception|glomerular mesangial cell development|mesenchyme migration,0.000728|0.000728|0.001213|0.001456|0.001456,1|1|1|1|1,2060|2060|1030|823.8|823.8
70,4,0.6556,3.9339999999999997,2693.0,0.001454,0.9929309999999999,ACTG1 CAP1 CORO1C IQGAP1,regulation of focal adhesion assembly|regulation of cell-substrate junction assembly|regulation of cell-substrate junction organization|regulation of cell-matrix adhesion|regulation of cell junction assembly,6.53e-07|6.53e-07|8.125e-07|4.408e-06|1.738e-05,0.0103|0.00515|0.004272|0.01738|0.05483,160.9|160.9|149.2|83.72|52.54
71,4,0.6737,4.042,3292.0,0.0012230000000000001,0.9929309999999999,ACTG2 ADORA2B REPIN1 ZNF843,mesenchyme migration|G protein-coupled adenosine receptor signaling pathway|G protein-coupled purinergic receptor signaling pathway|excretion|activation of adenylate cyclase activity,0.001165|0.001941|0.001941|0.007938|0.008131,1|1|1|1|1,1030|572.1|572.1|128.7|125.6
72,5,0.6562,6.562,3418.0,0.0019100000000000002,0.996692,ACTR10 ATP6V1D EXOC5 LIN52 TIMM9,exocytosis|secretion by cell|retrograde axonal transport of mitochondrion|export from cell|secretion,0.0005263|0.0009144|0.0009706|0.001056|0.00127,1|1|1|1|1,15.74|13.03|1373|12.41|11.65
73,6,0.6771,10.16,3835.0,0.002633,0.998474,ACTR1A DYNC1LI1 DYNC1LI2 DYNLRB1 NDE1 PAFAH1B1,mitotic prometaphase|biological phase|mitotic cell cycle phase|cell cycle phase|microtubule-based movement,2.281e-10|1.902e-09|1.902e-09|1.902e-09|8.741e-09,3.598e-06|1.5e-05|1e-05|7.501e-06|2.758e-05,102.8|66.78|66.78|66.78|49.04
74,30,0.4304,187.2,22600.0,0.008194,1.0,ACTR3B AGBL3 AKR1D1 CPA1 CPA2 CPA5 EPHB6 FAM71F2 HYAL4 KEL KIAA1147 MGAM OR2A12 OR2A2 OR2A5 OR2F2 OR6B1 OR6V1 OR9A2 OR9A4 PRSS1 PRSS37 PRSS58 RAB19 RNF148 TAS2R39 TAS2R41 TAS2R60 TRPV5 TRPV6,sensory perception of chemical stimulus|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus|detection of stimulus involved in sensory perception|detection of chemical stimulus involved in sensory perception of smell,2.428e-10|1.666e-09|3.265e-09|5.708e-09|1.362e-08,3.83e-06|1.314e-05|1.717e-05|2.251e-05|4.296e-05,13.48|13.67|12.73|11.99|13.56
75,14,0.5979,54.4,9852.0,0.005476,0.9999969999999999,ACVR1 BAMBI BMPR1A BMPR2 FKBP1A IPO8 LRIG1 LRIG3 MIB1 NEO1 RGMB SMAD1 SMAD7 UBAC1,transmembrane receptor protein serine/threonine kinase signaling pathway|regulation of transmembrane receptor protein serine/threonine kinase signaling pathway|BMP signaling pathway|cellular response to BMP stimulus|response to BMP,2.385e-13|1.571e-12|2.091e-11|5.223e-11|5.223e-11,3.762e-09|1.239e-08|1.099e-07|2.06e-07|1.648e-07,59.74|46.89|101.5|86.53|86.53
76,6,0.6898,10.35,4324.0,0.00238,0.998474,ACVR1B ACVR2A CTDNEP1 IPO8 LEMD3 PMEPA1,regulation of activin receptor signaling pathway|regulation of transmembrane receptor protein serine/threonine kinase signaling pathway|regulation of pathway-restricted SMAD protein phosphorylation|positive regulation of activin receptor signaling pathway|negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,4.005e-08|3.373e-07|5.955e-07|2.543e-06|6.451e-06,0.0006317|0.002661|0.003131|0.01003|0.02035,429.1|54.7|166.1|980.7|73.55
77,4,0.6595,3.957,3234.0,0.001219,0.9929309999999999,ACVR1C ARL14EPL KRT71 TEX35,trophectodermal cell proliferation|negative regulation of chorionic trophoblast cell proliferation|regulation of chorionic trophoblast cell proliferation|negative regulation of trophoblast cell migration|nodal signaling pathway,0.0005825|0.0005825|0.001165|0.001359|0.002522,1|1|1|1|1,2574|2574|1030|858.1|429.1
78,38,0.4396,309.1,28730.0,0.010620000000000001,1.0,ACVRL1 ANKRD33 AQP5 AQP6 ASIC1 DNAJC14 GRASP HOXC5 HOXC8 INHBE KRT1 KRT2 KRT3 KRT4 KRT5 KRT6A KRT6B KRT72 KRT73 KRT74 KRT75 KRT77 KRT78 KRT79 KRT80 KRT82 KRT83 KRT84 KRT85 KRT86 LACRT OR10P1 OR2AP1 OR6C3 OR6C75 POU6F1 PPP1R1A RDH16,cornification|keratinization|keratinocyte differentiation|epidermal cell differentiation|skin development,1.051e-34|4.273e-29|1.087e-27|2.513e-26|9.936e-25,1.658e-30|3.37e-25|5.713e-24|9.909e-23|3.134e-21,95.92|47.96|40.45|34.3|28.3
79,4,0.6523,3.9139999999999997,3279.0,0.001189,0.9929309999999999,ACYP2 CCL13 DHRS11 PPP1R1B,negative regulation of female receptivity|female mating behavior|regulation of female receptivity|estrogen biosynthetic process|behavioral response to cocaine,0.0009706|0.001747|0.001747|0.002716|0.00291,1|1|1|1|1,1287|643.6|643.6|396.1|367.8
80,10,0.6642,29.89,8547.0,0.0034770000000000005,0.999933,ADA CNBD2 CPNE1 GGT7 GHRH HCK LBP MAP1LC3A MYH7B WFDC11,"response to external stimulus|regulation of circadian sleep/wake cycle, sleep|regulation of circadian sleep/wake cycle|regulation of inflammatory response|response to isoquinoline alkaloid",3.431e-05|3.609e-05|5.334e-05|7.461e-05|0.0001324,0.5413|0.2847|0.2805|0.2942|0.4176,5.748|242.3|196.1|15.97|121.1
81,12,0.6177,40.77,9421.0,0.004298,0.999986,ADAL C15orf53 CHRNA7 DUOXA1 DUOXA2 EPB42 GABRA5 NIPA2 PLA2G4D PLA2G4E PPP1R14D TGM5,positive regulation of hydrogen peroxide biosynthetic process|regulation of thyroid hormone generation|positive regulation of hydrogen peroxide metabolic process|regulation of hydrogen peroxide biosynthetic process|regulation of postsynaptic membrane potential,6.518e-06|8.687e-06|1.117e-05|1.395e-05|2.582e-05,0.1028|0.06852|0.05871|0.05502|0.08146,686.5|572.1|490.4|429.1|51.49
82,9,0.6859,24.69,6741.0,0.00364,0.9998530000000001,ADAM10 HES1 JAG1 METRNL NCSTN NOTCH1 POFUT1 POGLUT1 PSENEN,"Notch signaling pathway|regulation of Notch signaling pathway|Notch receptor processing, ligand-dependent|positive regulation of Notch signaling pathway|amyloid-beta formation",9.096e-15|1.868e-12|6.905e-09|7.558e-09|1.645e-08,1.435e-10|1.473e-08|3.631e-05|2.98e-05|5.188e-05,135.7|129.5|980.7|166.4|686.5
83,6,0.6589,9.884,4414.0,0.002228,0.998474,ADAM15 FCGR2B FCGR3A GBA HSPA6 OR6K6,negative regulation of inflammatory response|negative regulation of defense response|immune system process|regulation of inflammatory response|negative regulation of response to external stimulus,7.24e-05|0.0001361|0.0002701|0.0003004|0.0003622,1|1|1|1|1,32.38|26.14|6.024|19.96|18.72
84,28,0.5137,194.2,23000.0,0.008352,1.0,ADAM18 ADAM2 ADAM32 ADGRA2 ADRB3 ANK1 AP3M2 C8orf58 CHRNA6 CHRNB3 DKK4 ERLIN2 FUT10 HGSNAT HTRA4 LETM2 NKX6-3 PLPP5 POMK RNF170 RNF5 SLC20A2 STAR STMN4 TNFRSF10C TNFRSF10D VDAC3 ZMAT4,"binding of sperm to zona pellucida|sperm-egg recognition|fertilization|cell-cell recognition|synaptic transmission, cholinergic",3.888e-05|9.831e-05|0.0001384|0.0002054|0.0007055,0.6133|0.7753|0.7277|0.8101|1,48.42|34.93|15.27|26.97|54.63
85,4,0.6907,4.144,3297.0,0.0012519999999999999,0.9929309999999999,ADAM20 ADAM21 RDH12 TMEM229B,binding of sperm to zona pellucida|sperm-egg recognition|cell-cell recognition|male gonad development|development of primary male sexual characteristics,2.919e-05|5.502e-05|9.117e-05|0.0002536|0.0002574,0.4604|0.4339|0.4793|1|0.812,234|168.8|130.3|77.42|76.85
86,4,0.6754,4.052,3230.0,0.00125,0.9929309999999999,ADAM22 PLSCR2 TM4SF18 TM4SF4,neurotransmitter receptor localization to postsynaptic specialization membrane|protein localization to postsynaptic specialization membrane|plasma membrane phospholipid scrambling|myelination in peripheral nervous system|peripheral nervous system axon ensheathment,0.002522|0.002522|0.004072|0.00562|0.00562,1|1|1|1|1,429.1|429.1|257.4|183.9|183.9
87,11,0.6664,36.65,9268.0,0.0039299999999999995,0.999969,ADAM2 ADAM28 ADAM7 C8orf58 PEBP4 SARAF STC1 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D,TRAIL-activated apoptotic signaling pathway|extrinsic apoptotic signaling pathway via death domain receptors|extrinsic apoptotic signaling pathway|activation of NF-kappaB-inducing kinase activity|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,9.489e-09|7.338e-07|1.477e-05|4.897e-05|0.00021,0.0001497|0.005787|0.07767|0.1931|0.6626,936.1|175.5|61.72|208|96.01
88,27,0.547,192.0,21510.0,0.008827,1.0,AIPL1 ALDH3A1 ALOX12B ALOX15 ALOX15B ALOXE3 ASGR1 CCDC144A CLEC10A DNAH9 KCTD11 MFSD6L MYH10 MYH2 MYH4 MYH8 RCVRN SAT2 SHBG SLC16A13 SLC2A4 TMEM107 TMEM256 TNFSF12 TNFSF13 VAMP2 ZNF624,hepoxilin biosynthetic process|hepoxilin metabolic process|lipoxygenase pathway|linoleic acid metabolic process|long-chain fatty acid biosynthetic process,1.927e-09|1.927e-09|1.297e-08|3.371e-08|1.74e-07,3.039e-05|1.52e-05|6.82e-05|0.0001329|0.0005491,326.9|326.9|183.9|140.1|89.16
89,6,0.7099,10.65,4648.0,0.00228,0.998474,ADAMTS15 ADAMTS8 FXYD6 KCNJ1 NXPE4 TMEM136,ion transmembrane transport|transmembrane transport|phosphate ion transmembrane transport|extracellular matrix organization|extracellular structure organization,0.002377|0.004292|0.004651|0.004947|0.004972,1|1|1|1|1,9.798|7.97|228.8|17.97|17.92
90,6,0.6609,9.914,4720.0,0.002091,0.998474,ADAMTS7 CSPG4 GOLGA6B PLEKHO2 SCAMP2 UBE2Q2L,macrophage apoptotic process|myeloid cell apoptotic process|inflammatory cell apoptotic process|dermatan sulfate biosynthetic process|dermatan sulfate metabolic process,0.001165|0.002037|0.002328|0.003781|0.004071,1|1|1|1|1,1144|572.1|490.4|286|264
91,22,0.5231,120.8,16570.0,0.00722,1.0,ADAMTSL4 CTSK ECM1 EFNA3 FCRL3 FLG2 GBA HIST2H2AB HIST2H2BE LCE3E LCE5A LCE6A MINDY1 PGLYRP3 S100A12 S100A2 S100A4 S100A5 S100A6 S100A8 S100A9 SLAMF7,neutrophil aggregation|defense response to fungus|sequestering of zinc ion|antimicrobial humoral response|peptidyl-cysteine S-nitrosylation,5.359e-06|1.154e-05|1.338e-05|1.537e-05|2.495e-05,0.08453|0.09103|0.07036|0.0606|0.07871,1030|71.84|514.9|26.4|343.3
92,4,0.6846,4.1080000000000005,3220.0,0.001271,0.9929309999999999,ADAP1 CYP2W1 DAGLB RSPH10B,endocannabinoid signaling pathway|retrograde trans-synaptic signaling by endocannabinoid|retrograde trans-synaptic signaling by lipid|trans-synaptic signaling by endocannabinoid|trans-synaptic signaling by lipid,0.0007766|0.0007766|0.0007766|0.001165|0.001165,1|1|1|1|1,1716|1716|1716|1030|1030
93,4,0.65,3.9,2392.0,0.001622,0.9929309999999999,ADAR DCP2 PRKRA XRN1,posttranscriptional regulation of gene expression|histone mRNA catabolic process|pre-miRNA processing|negative regulation of gene expression|negative regulation of telomere maintenance via telomerase,5.065e-07|2.204e-06|3.391e-06|4.848e-06|7.146e-06,0.00799|0.01739|0.01783|0.01912|0.02254,37.65|936.1|735.5|21.36|490.4
94,7,0.7133,14.98,4683.0,0.003179,0.9992989999999999,ADAT2 ADAT3 CDIPT DOLK RTCB TRMT6 TRMT61A,tRNA processing|tRNA metabolic process|tRNA modification|ncRNA processing|RNA modification,2.511e-10|1.176e-09|1.407e-08|8.511e-08|1.687e-07,3.96e-06|9.278e-06|7.4e-05|0.0003357|0.0005321,111.4|81.27|130.8|34.05|69.23
95,8,0.6793,19.02,5617.0,0.0033659999999999996,0.9996790000000001,ARGLU1 BORA CDC16 DIS3 MZT1 PCID2 RBM27 TUBGCP3,regulation of mitotic nuclear division|regulation of nuclear division|microtubule nucleation|microtubule polymerization|biological phase,8.818e-06|1.642e-05|4.268e-05|8.727e-05|0.0001062,0.1391|0.1295|0.2244|0.3442|0.3349,70.21|56.79|214.5|147.1|30.05
96,4,0.6536,3.9219999999999997,3439.0,0.001137,0.9929309999999999,ADCY1 KIAA0895 STEAP1 STK17A,neuroinflammatory response|positive regulation of fibroblast apoptotic process|cAMP biosynthetic process|cellular response to forskolin|response to forskolin,0.001359|0.001747|0.002134|0.002134|0.002134,1|1|1|1|1,858.1|643.6|514.9|514.9|514.9
97,4,0.6805,4.083,2992.0,0.001359,0.9929309999999999,ADCY6 ANKMY2 PTGES3 RIC8B,cellular response to vasopressin|response to vasopressin|telomerase holoenzyme complex assembly|negative regulation of urine volume|positive regulation of catalytic activity,0.0007766|0.0007766|0.0009706|0.001165|0.001235,1|1|1|1|1,1716|1716|1287|1030|10.92
98,8,0.6523,18.26,6133.0,0.0029620000000000002,0.9996790000000001,ADCY8 GML GSDMC KCNQ3 MAPK15 WISP1 ZFP41 ZNF696,positive regulation of metaphase/anaphase transition of meiotic cell cycle|positive regulation of metaphase/anaphase transition of meiosis I|regulation of metaphase/anaphase transition of meiosis I|positive regulation of meiotic chromosome separation|glucose mediated signaling pathway,0.0007765|0.0007765|0.0007765|0.0007765|0.001552,1|1|1|1|1,2574|2574|2574|2574|858.1
99,4,0.6906,4.143,3245.0,0.0012720000000000001,0.9929309999999999,ADD3 ARHGAP21 SPTAN1 SPTBN1,actin filament capping|negative regulation of actin filament depolymerization|regulation of actin filament depolymerization|negative regulation of actin filament polymerization|negative regulation of protein depolymerization,2.71e-08|3.632e-08|8.909e-08|1.088e-07|1.566e-07,0.0004274|0.0002864|0.0004685|0.0004291|0.000494,417.5|376.7|275.8|257.4|227.2
100,17,0.6581,89.51,13770.0,0.006443000000000001,1.0,ADAM2 ADAM32 ADGRA2 ADRB3 AP3M2 CHRNA6 CHRNB3 DDHD2 DKK4 LETM2 NKX6-3 PLPP5 RNF170 RNF5 SLC20A2 TNFRSF10A TNFRSF10B,"TRAIL-activated apoptotic signaling pathway|activation of NF-kappaB-inducing kinase activity|synaptic transmission, cholinergic|cell surface receptor signaling pathway involved in cell-cell signaling|extrinsic apoptotic signaling pathway via death domain receptors",1.787e-05|0.0001206|0.000239|0.0003367|0.0003536,0.282|0.9511|1|1|1,403.8|134.6|93.19|11.57|75.72
101,17,0.6511,88.55,12940.0,0.00678,1.0,AIFM3 DGCR6L HIC2 KLHL22 LZTR1 MPPE1 P2RX6 RIMBP3 SDF2L1 SEC14L6 SEPT5 SLC5A1 SLC7A4 THAP7 VPREB1 YPEL1 ZNF74,alpha-glucoside transport|galactose transmembrane transport|fucose transmembrane transport|pentose transmembrane transport|glucoside transport,0.002472|0.002472|0.002472|0.002472|0.003295,1|1|1|1|1,605.7|605.7|605.7|605.7|403.8
102,7,0.6671,14.01,5463.0,0.0025510000000000003,0.9992989999999999,C1QTNF9 C1QTNF9B GJB2 GJB6 RNF6 SOHLH2 SPATA13,gap junction-mediated intercellular transport|intercellular transport|gap junction assembly|cell communication by electrical coupling|cell-cell junction assembly,2.768e-06|3.558e-06|4.447e-06|2.279e-05|0.0008004,0.04366|0.02807|0.02338|0.08985|1,980.7|840.6|735.5|294.2|46.33
103,11,0.657,36.14,8555.0,0.004196,0.999969,ADGRF1 FBXO9 GSTA1 GSTA3 GSTA4 GUCA1A IL17A IL17F MLIP SPATS1 TFAP2D,glutathione derivative biosynthetic process|glutathione derivative metabolic process|positive regulation of chemokine (C-X-C motif) ligand 1 production|regulation of chemokine (C-X-C motif) ligand 1 production|glutathione metabolic process,2.586e-07|2.586e-07|3.882e-06|5.433e-06|5.565e-06,0.004079|0.00204|0.02041|0.02142|0.01756,255.3|255.3|936.1|748.9|86.41
104,16,0.5582,66.99,11860.0,0.005603,0.999999,ADGRG7 ARL13B CDV3 CLDND1 MTRNR2L8 OR5AC2 OR5H1 OR5H14 OR5H15 OR5H2 OR5K1 OR5K3 OR5K4 PROS1 SLC9C1 ST3GAL6,detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus|sensory perception of chemical stimulus,5.265e-10|8.351e-10|1.119e-09|1.947e-09|2.606e-09,8.305e-06|6.586e-06|5.884e-06|7.68e-06|8.221e-06,23.35|22|21.19|19.73|19
